en,ja
Construction period,工期
epitaxy,外延
Natives,土人
banned books,禁書
Coach,教頭
brilliant,爛漫
Lord,領主
Water supply,給水
peers,同業
Important positions,要職
Suspension,停職
Last Generation,末代
Garden,庭園
Marriage registration,入籍
Move the capital,遷都
Linhai,臨海
cable,纜
His Holiness,法王
key personnel,要員
military attache,武官
Tea bowl,茶碗
power,冪
corporal,下士
Sumo,相撲
Prime culprit,元凶
cheese,酪
bitter taste,苦味
peer,同輩
nasal cavity,鼻腔
staff,幕僚
appointment,任用
lush,繁茂
Stretch,伸縮
Vocation,天職
Full of problems,百出
Snowflakes,雪片
Mercury,水星
transcript,抄本
instantaneous,瞬時
blast,疾風
topic,論題
Ogi,荻
urethra,尿道
severe,重度
Letter,投書
travel expenses,旅費
ripple,波紋
against the wind,逆風
frozen soil,凍土
antiquity,古風
hiking,遠足
return,送還
hemorrhoids,痔
Regulations,規程
Memorial,追悼
subcutaneous,皮下
breast-feeding,哺乳
Licorice,甘草
shackles,枷
Confucianism,儒教
breath,鼻息
door,扉
river snail,田螺
By land,陸路
Intersection,交差
Until,迄
Affair,情事
epidermis,表皮
Ambition,大志
slander,中傷
overview,概要
lightning fast,神速
philosophers,諸子
Branch,分社
aphorism,警句
homogeneous,同質
enlightenment,開化
Shogunate,幕府
criminal record,前科
exile,亡命
hemisphere,半球
beans,豆類
attendance at work,出勤
acidic,酸性
placenta,胎盤
Good or bad luck,吉凶
Strange Man,奇人
Interpretation,詮
Articles,冠詞
rubble,瓦礫
Affair,私情
chopsticks,箸
original sin,原罪
capital offense,死罪
eel,鰻
thorn,棘
Ancient sayings,古語
electro-thermal,電熱
Remain in office,留任
cube,立方
colleague,同僚
clear stream,清流
Speed ​​of Light,光速
dead leaves,枯葉
book,冊子
Review,品評
potted plants,盆栽
underground,地底
Reason,事由
rent,賃
solution,解法
boiled,煮沸
Approval,首肯
stone,結石
aquarium,水槽
Engineer,工兵
Conclusion,結語
carp,鯉
dye,染料
end,終了
violent,狂暴
Survival,存亡
Water collection,取水
eldest daughter,長女
countercurrent,逆流
Requirements,要件
active duty,現役
Rightward,右傾
genitals,陰部
tribe,部族
Top right,右上
On-the-spot,臨場
sacrifice one's life,捨身
Severe,重症
Followers,後塵
Taking poison,服毒
Bloodsucking,吸血
Fire,噴火
situation,景況
royal,皇族
No confusion,不惑
Holy Water,聖水
Currently,目下
Non-toxic,無毒
habitat,生息
selfish desires,私欲
chronology,年表
tyrannical,暴虐
cram school,塾
ink,墨汁
Manjushri,文殊
ensemble,合奏
frank,率直
Haiphong,海防
Outside Line,外線
Foreign Minister,外相
analogy,類推
rider,騎手
precipitation,降水
Retrograde,逆行
dialysis,透析
deacon,執事
Courageous,果敢
cortex,皮質
Amount,多寡
pure gold,純金
break,休憩
support,扶助
All things,諸事
Chronology,年譜
Postponement,順延
natural,渾然
Main cause,主因
New School,新派
bouquet,花束
hands together in prayer,合掌
drool,涎
film time,片時
Huitian,回天
grains,五穀
wildfire,野火
foot of the mountain,山麓
Volume,嵩
Princes,王侯
Lifted,解禁
Hollow,中空
keen sense,痛感
brown,茶色
God-man,神人
persimmon,柿
Special,特等
Saturn,土星
Emergency,救急
retrial,再審
Rise and Fall,興亡
Faith,信義
Motivation,動因
community,群落
mediation,斡旋
suite,組曲
unworthy,不肖
Senior seat,上座
Orthodox,正教
airspace,領空
Indefinite,無期
dizzy,目眩
high fever,高熱
gradually,漸次
throne,皇位
scale,音階
Sterilization,殺菌
hood,幌
Attack and Defense,攻防
camphor,樟
torpedo,魚雷
tentative,暫定
Pioneer,先導
Urgent,火急
merchant ships,商船
intercalary,閏
razor,剃刀
incontinence,失禁
Ronin,浪人
Section Chief,課長
Out of generation,輩出
Root cause,病根
reciprocating,往復
beautiful,綺麗
windproof,防風
government bonds,公債
Subtraction,減法
heartless,不仁
tie,平手
tree canopy,樹冠
Official History,正史
Good deeds,善行
Cremation,火葬
winning,優勝
explicit,明示
laughter,失笑
Beichen,北辰
pig,豚
Asexual,無性
Correction,訂正
Change,更迭
appraise,褒貶
Interference,妨害
rap,饒舌
spine,脊柱
Lumbar spine,腰椎
shoulder to shoulder,比肩
Synonyms,同義
Kinuta,砧
Left-leaning,左傾
foreign body,異物
pitcher,投手
# 6000,# 6000
nephew,甥
Bird's-eye view,鳥瞰
pistol,銃
avalanche,雪崩
Affinity,親和
Commentary,講評
rigidity,剛性
Teaching,授業
Fool,愚人
pupa,蛹
Antiquities,古物
Duplex,複式
Ministry of Justice,刑部
History,沿革
Prosperity,繁盛
Displaced,流離
see through,看破
things,物事
siren,警笛
Maritime,海事
Native,原生
profound,深長
No smoking,禁煙
Applause,喝采
adopted son,養子
Symphony,交響
dust,粉塵
Wedding Date,婚期
shaft,轅
hardening,硬化
non-commissioned officer,士官
childcare,保育
Transfer,移送
Close your eyes,瞑目
indignation,義憤
eldest brother,長兄
spire,尖塔
prenatal education,胎教
guard,鎮守
hail,霰
Curing,固化
Subtotal,小計
epidemic,疫病
cold reception,冷遇
Urgent use,急用
Invoicing,開票
millet,黍
Previous issue,上期
blazing,熾烈
Strabismus,斜視
moon,嬋娟
Sleep,安眠
material desires,物欲
Inscription,銘文
Causes,誘因
arms,軍備
personification,擬人
rainforest,雨林
scull,櫓
rectangle,矩形
Business,業態
archipelago,列島
trench,壕
stale,陳腐
the root of evil,禍根
Resignation,離任
Strata,地層
permanent,常設
watercolor,水彩
Suffering from,罹患
ovulation,排卵
fishing port,漁港
Acura,謳歌
Hesitation,逡巡
valve,弁
front,前部
formation,編隊
Infant,赤子
Natural enemies,天敵
diligence,勤勉
Drink heavily,痛飲
mediation,調停
purity,純度
the foundation,根底
unarmed,徒手
louse,虱
sugar,砂糖
enjoy the cool air,納涼
sleeve,袂
welfare,福祉
Poseidon,海神
external use,外用
unconstitutional,違憲
diamond,菱形
Current situation,時勢
Final Accounts,決算
rapids,急流
seahorse,海馬
elegy,挽歌
Falling out,反目
flag bearer,旗手
Jupiter,木星
garrison,守備
gaffe,失言
rear-end collision,追尾
adopted daughter,養女
Oyster,牡蠣
support,後援
Akebono,曙
Selfish,利己
rival,匹敵
Writing,揮毫
saying,諺
captain,艦長
shellfish,貝類
Devil's Cave,魔窟
pubic hair,陰毛
couple,伉儷
half-sister,異母
sudden rain,驟雨
painless,無痛
Banquet,酒宴
spherical,球形
sincere,至誠
Respect for the Elderly,敬老
spray,噴霧
Next day,翌
reform,維新
Reelection,改選
One of the best,屈指
suppuration,化膿
Chastity,貞節
Poetry,詩壇
liquefaction,液化
rhinitis,鼻炎
immersion,浸入
Spewing rice,噴飯
misdiagnosis,誤診
fishing rod,釣竿
inferiority,劣等
male and female,雌雄
stallion,種馬
Low energy,低能
serum,血清
official position,官位
red lotus,紅蓮
parents,父兄
Espionage,諜報
grinding,研磨
wind speed,風速
Lower left,左下
create,創製
quarterly,季刊
fear,怖
Good Strategy,良策
Agriculture and Industry,農工
lowland,低地
Quagmire,泥沼
bronze,銅器
Azabu,麻布
Self-sufficiency,自足
hail,雹
Dharma Eye,法眼
prairie fire,燎原
skin,外皮
coexistence,並立
Sing in harmony,唱和
fascicle,分冊
Engraving,刻印
Cabinet Order,政令
discipline,懲戒
worldly affairs,世情
low altitude,低空
Seaweed,海藻
funnel,漏斗
loquat,枇杷
chant,吟詠
ad hoc,特設
mid-game,中盤
threshold,閾
Appeasement,姑息
Water absorption,吸水
Heavy Industry,重工
Extraordinary,異彩
tolerance,公差
bad breath,口臭
Omens,前兆
clavicle,鎖骨
intimidation,威嚇
sentencing,量刑
onslaught,猛攻
primary color,原色
Stranger,異人
Main job,本職
mortar,臼
Sect,宗派
logic,論理
visual,目視
Master,名手
Agriculture and Forestry,農林
Lower floor,低層
Current situation,現況
waterbirds,水鳥
obscenity,褻
Inversion,倒置
peace talks,講和
Anti-corrosion,防腐
depression,窪地
Lower limit,下限
strong winds,強風
Handwriting,手跡
superfluous,贅
instigation,策動
military aircraft,軍機
fate,末路
puncture,穿刺
Hibernation,休眠
cruise,巡航
Strong enemy,強敵
Altruism,利他
critical,臨界
maroon,栗色
statement,明言
Collaboration,協力
Visual inspection,目測
felony,重罪
Equal division,等分
flat,平底
Meaning,字義
darkroom,暗室
tidal,潮汐
Equal,均等
ghostwriting,代筆
wire,導線
measles,麻疹
Overwintering,越冬
photons,光子
Dripping,滴下
Decisive Victory,決勝
Gao Yang,高揚
Last quarter,末節
Goodwill,親善
lament,悲鳴
Hematopoiesis,造血
Calculation,演算
kite,鳶
concrete,具象
fan,扇動
Charm,魅惑
domineering,跋扈
Easy,平易
Small intestine,小腸
peach,桃色
memorial service,法事
evil thoughts,邪念
adoptive father,義父
hospital room,病室
Anthrax,炭疽
urination,排尿
military service,兵役
rebellion,謀反
rehabilitation,更生
rainfall,雨量
Farewell,惜別
Equestrianism,馬術
Peaks,群峰
esophagus,食道
Cluster,群集
Celestial Realm,天界
Sprint,疾走
rash,疹
scribes,文士
lament,悲嘆
tuberculosis,結核
ship owner,船主
Kyogen,狂言
shade,翳
treacherous ministers,奸臣
embankment,堤防
Weaver Girl,織女
Water system,水系
maternal,母系
water transport,水運
Hearing,詰問
sector,扇形
Teaching staff,教鞭
Details,詳述
gastritis,胃炎
Famous,名優
victory or defeat,勝敗
homeless,遊民
bracken,蕨
Flammable,可燃
Yellow,紺
cornea,角膜
collusion,共謀
Detonation,起爆
Bride,新婦
Daily,日刊
Water injection,注水
common people,庶民
Smoke-free,無煙
Hijikata,土方
side,舷
eyelid,瞼
socializing,交遊
account books,帳簿
world-weariness,厭世
fin,鰭
extremely wealthy,巨富
outpost,前哨
Closed,閉館
division,除法
faux pas,失策
Saint,聖者
water chestnut,薺
trace,微量
Snowfall,降雪
House of Representatives,下院
pulp,果肉
Estimate,推定
color blindness,色盲
photosensitivity,感光
Defeat,敗北
Aware,知悉
wise men,賢人
morning,午前
support,扶養
White rice,白米
territorial sea,領海
Constitution,立憲
righteousness,義理
Yours,貴方
cough,嗽
language family,語族
unique,一意
Lactic acid,乳酸
fixed pattern,定式
surprise attack,奇襲
rectum,直腸
Model,型式
poison,毒物
Product Name,品名
grass,牧草
pointing out,指摘
Flowering period,花期
Museum,博物
cartilage,軟骨
drowning,溺死
epaulettes,肩章
quartz,石英
Pastoral,牧歌
calamus,菖蒲
Stone Tools,石器
yeast,酵母
Divinity,神性
frostbite,凍傷
Imperial Capital,帝都
agreement,合意
Self-sufficiency,自給
Asceticism,苦行
Power saving,節電
mental arithmetic,心算
quartermaster,軍需
differential,微分
stomach acid,胃酸
Space,宙
stare,瞠目
primary,初等
excess fat,贅肉
detention,留置
electrode,電極
resonance,共振
heel,踵
righteous,義士
trout,鱒
Hyperopia,遠視
keratin,角質
Death anniversary,忌日
Falcon,隼
Pickup,拾得
Thanks,謝恩
starfish,海星
Transmission,伝
bale,俵
son,倅
Harvesting,刈
rumor,噂
decoy,囮
Raku,埒
moat,堀
princess,姫
butt,尻
cape,岬
mountain pass,峠
flag,幟
law,律
rules,掟
Pleiades,昴
hazy,朧
digit,桁
Packing,梱
wedge,楔
Enoki,榎
Torreya grandis,榧
scrap of wood,榾
sled,橇
Appeal,檄
Cypress,檜
comb,櫛
oak,櫟
ball,毬
snivel,洟
lagoon,潟
moxibustion,灸
Rate,率
field,畑
irritation,癪
dish,皿
anger,瞋
sharpening,砥
Crucifixion,磔
gravel,礫
barnyard grass,稗
colander,笊
Should,筈
笕,筧
foil,箔
cage,篝
Shino,篠
paste,糊
thread,糸
䌷,紬
strings,絃
Kasuri,絣
white silk,縞
can,缶
trap,罠
Ruled,罫
torso,胴
Shin,脛
tendon,腱
vagina,膣
strawberry,苺
pod,莢
Suga,菅
Violet,菫
Hagi,萩
Humulus,葎
Wear,著
Raincoat,蓑
Polygonum,蓼
Tsuta,蔦
butterbur,蕗
bush,藪
gadfly,虻
flea,蚤
leech,蛭
octopus,蛸
Clams,蜆
cicada,蜩
Viper,蝮
lined,袷
hem,裾
pleats,襞
puzzle,謎
Zhen,軫
Crossing,辻
vinegar,酢
thallium,鉈
cymbals,鉦
Sharp,銛
sword,鋏
锖,錆
armor,鎧
trowel,鏝
Dark circles,隈
sleet,霙
bag,鞄
jaw,顎
candy,飴
preserves,餞
beard,髭
wig,鬘
mane,鬣
catfish,鮎
Sharp,鮒
tuna,鮪
shark,鮫
salmon,鮭
mackerel,鯖
sea ​​bream,鯛
bluefish,鯥
gill,鰓
sardines,鰹
cod,鱈
bass,鱸
poison,鴆
pelican,鵜
bulbul,鵯
Nue,鵺
quail,鶉
Flycatcher,鶲
siskin,鶸
bran,麩
noodle,麭
you,麿
One,一元
bite,一口
One sentence,一句
One week,一周
a family,一家
layer,一層
All,一律
One hit,一打
a clan,一族
at a glance,一眼
A sort of,一種
One word,一言
One round,一輪
Once,一遍
Seven Days,七曜
Strikeout,三振
Miharu,三春
triple,三重
Previous generation,上代
Top,上位
upper lip,上唇
Winding,上弦
epithelium,上皮
Up,上達
above,上面
Nether,下界
offline,下線
Shimotsuke,下野
under,下面
No duality,不二
incest,不倫
Not moving,不動
unlucky,不吉
discord,不和
Not present,不在
Despondency,不振
Lost,不敵
barren,不毛
Unexpected,不測
injustice,不義
Unknown,不詳
rude,不遜
Crown Prince,世子
social climate,世相
Midsummer,中元
China and India,中印
Neutralization,中和
neutron,中子
courtyard,中庭
Medium wave,中波
middle ear,中耳
Central axis,中軸
Nominative,主格
Accountant,主計
Guest of Honor,主賓
spindle,主軸
Lead Vocals,主音
Jiukuo,久闊
beggar,乞食
wet nurse,乳母
Lotion,乳液
dairy cows,乳牛
lactose,乳糖
mastic,乳香
cottage cheese,乾酪
Encyclopedia,事典
binary,二元
Bisection,二分
the deceased,亡者
Hyperactivity,亢進
mating,交尾
philtrum,人中
Married woman,人妻
Physiognomy,人相
connections,人脈
Mermaid,人魚
furniture,什器
Jintan,仁丹
Benevolent Medicine,仁術
past and present,今昔
This time,今次
Heteronomy,他律
Others,他者
Fairyland,仙界
compensation,代償
Substitution,代入
Substitute,代行
onwards,以降
Intermediation,仲介
ambush,伏兵
Foreshadowing,伏線
pause,休止
Residence,住居
climax,佳境
servant,使役
Example,例示
example,例題
offering,供物
statement,供述
contempt,侮蔑
toilet,便器
toilet,便所
Notes,便箋
secular world,俗世
Common name,俗名
fuse,信管
Study,修業
Practice,修練
Shura,修羅
Repair,修造
Haiku,俳句
Wa people,倭人
partial eclipse,偏食
Side Chamber,側室
Fake Book,偽書
Under the umbrella,傘下
spare parts,備品
Mercenaries,傭兵
proud,傲岸
monks and laymen,僧俗
monastery,僧院
presumptuous,僭越
remote area,僻地
Confucian scholars,儒者
excellent,優等
brother,兄弟
filling,充填
Prerequisite,先決
Foresight,先見
Xianda,先達
pioneering,先鞭
Vanguard,先頭
Light intensity,光量
Admission,入園
priest,入道
Global,全域
At its peak,全盛
Omniscience,全知
Complete Edition,全編
General,全般
Closed,公休
trial,公判
Public recruitment,公募
public security,公安
Public hazards,公害
public law,公法
high seas,公海
Public,公設
public opinion,公論
Hexagon,六角
Accomplice,共犯
soldiers,兵卒
troops,兵員
troops,兵隊
Reconstruction,再建
Second Coming,再臨
Resurgence,再起
Reopen,再開
emerge,冒頭
Redundancy,冗語
Hades,冥府
Underworld,冥界
Rest in peace,冥福
cooling,冷房
cold-blooded,冷血
decline,凋落
Override,凌駕
Condensation,凝縮
Agglutination,凝集
Legend,凡例
mundane,凡俗
ordinary people,凡夫
Mediocre,凡庸
All Hundred,凡百
tragedy,凶事
violent,凶暴
bumps,凹凸
Gravure,凹版
Run away,出奔
Departure,出港
Departure,出航
Bleeding,出血
knife skills,刀工
force component,分力
Denominator,分母
Sections,分節
Participles,分詞
Field,分野
Minute hand,分針
Cutting,切削
longing,切望
Urgent,切迫
Publication,刊行
criminal law,刑法
Beginner,初心
menarche,初潮
First offense,初犯
precedent,判例
Discrimination,判別
Turns out,判明
Clear,判然
diuretic,利尿
Profit,利得
interest rate,利率
sashimi,刺身
tattoo,刺青
delete,削除
Precedent,前例
vestibule,前庭
Front axle,前橋
Front,前段
Front,前面
energetic,剛健
bristle,剛毛
adrenal glands,副腎
Cut off,割愛
Creation,創世
Founding,創始
Practice,力行
Achievements,功業
Merits and demerits,功罪
Protection,加護
Assistance,助力
booming,勃興
erection,勃起
Account,勘定
Win rate,勝率
odds of winning,勝算
service,勤務
loyal to the king,勤王
detention,勾留
Combination,化合
Perfect,十全
Ten Commandments,十戒
Senri,千里
half,半分
half-mast,半旗
Half Moon,半月
semitone,半音
self-deprecation,卑下
Cowardly,卑怯
graduate,卒業
Agreement,協約
pumpkin,南瓜
gambler,博徒
knowledgeable,博識
Inca,印加
critically ill,危篤
instant,即席
primitive man,原人
Original,原初
Original meaning,原義
original,原著
primitives,原語
Castration,去勢
Pass the exam,及第
friendly forces,友軍
Anti-nuclear,反核
Rumination,反芻
Irony,反語
aunt,叔母
Baptism,受洗
Fertilization,受精
conception,受胎
Trustee,受託
Rewarded,受賞
Acceptance,受領
oral,口頭
Movable,可動
Decidable,可決
reversible,可逆
pedestal,台座
Dominant,叱咤
reproach,叱責
History,史上
priest,司祭
Confluence,合流
total,合計
Collegial,合議
good omen,吉兆
Apparent,同位
Synchronicity,同調
Coaxial,同軸
business card,名刺
masterpiece,名著
backward,向後
Tropism,向性
suction cup,吸盤
frequency,周波
Public awareness,周知
rebuke,呵責
harmony,和合
Chord,和音
pharynx,咽頭
Lament,哀歌
Item,品目
Products,品等
Materialism,唯物
mourning clothes,喪服
good looks,器量
diffraction,回折
Palindrome,回文
sailing,回航
circuit,回路
Stubborn,固執
earthenware,土器
burial,土葬
Local tycoon,土豪
outer,在外
underground,地下
soil fertility,地力
cadastral,地籍
lichens,地衣
axis,地軸
Uniform,均一
Homogenization,均質
Seated statue,坐像
ischium,坐骨
Crucible,坩堝
Buried,埋設
castle,城郭
Pier,埠頭
Obsession,執念
base,基底
substrate,基板
Base,基盤
Fundamental tone,基音
Strong,堅牢
compost,堆肥
reward,報償
revenge,報復
cemetery,墓場
gravestone,墓石
Foreign Affairs,外務
Field Service,外勤
offshore,外海
external ear,外耳
Outside,外面
Diversity,多元
How big,多大
porous,多孔
Multi-layer,多層
Versatile,多才
Multi-terminal,多端
Polysemy,多義
succulents,多肉
Talkative,多言
Luminous,夜光
Yaksha,夜叉
nightclub,夜店
Night attack,夜襲
at night,夜間
Nightmare,夢魔
Big Victory,大勝
great talent,大器
Captain,大尉
main idea,大意
sea,大海
Prison,大獄
Monkey King,大聖
Main Points,大要
Big Words,大言
Cauldron,大釜
Oshika,大鹿
Heaven,天上
weather,天候
Emperor of Heaven,天帝
Tianxin,天心
Libra,天秤
Skynet,天網
Tianzhu,天誅
Zenith,天頂
Pegasus,天馬
lunar,太陰
sun,太陽
Lost,失墜
Excuse me,失敬
Disqualification,失格
stall,失速
servant,奉公
Galloping Horse,奔馬
Heroine,女傑
Actress,女優
Women,女流
Evil Plot,奸計
favorite,好物
nonsense,妄言
Pregnant women,妊婦
witchcraft,妖術
power,威勢
Majestic appearance,威容
whore,娼婦
Coquettish,媚態
legitimate son,嫡子
Delicate,嬌態
ovary,子房
Shiki,子規
consonant,子音
Dictionary,字書
Seasons,季候
Solitary,孤高
hit,安打
Peace of mind,安泰
leisurely,安閑
completion,完了
Complete victory,完勝
shutout,完封
Complete defeat,完敗
perfection,完璧
metropolitan,宗主
Master,宗匠
Sensuality,官能
government troops,官軍
Regular,定例
Capacity,定員
Rules,定規
guest,客人
Rooms,客室
passenger ship,客船
head of the household,家主
furniture,家具
Home,家宅
vassals,家臣
Household Finances,家計
Family motto,家訓
Host,宿主
Rival,宿敵
long-cherished wish,宿願
informant,密告
Close,密接
secret agreement,密約
commune,密談
Sealed,密閉
agar,寒天
pet,寵愛
Enclosed,封入
sealed,封印
Ban,封殺
Archery,射干
projection,射影
ejaculation,射精
Respect your command,尊命
Ask,尋問
packet,小包
small island,小島
Small shop,小店
careful,小心
gavel,小槌
pouch,小袋
Martial,尚武
tail feathers,尾羽
rear wing,尾翼
tailbone,尾骨
local,局地
Intermediary,居間
bending,屈曲
stratus,層雲
Yamanashi,山梨
Mountain God,山神
wasabi,山葵
Mountain climbing,山行
bandits,山賊
Islanders,島民
collapse,崩落
Kawasaki,川崎
State,州立
parade,巡行
Workshop,工房
Kyoho grapes,巨峰
Huge,巨額
difference,差分
Barry,巴里
Municipal system,市制
dishcloth,布巾
Permanent,常任
Always,常時
Normal,常軌
usual way,常道
Area,幅員
Intermission,幕間
zodiac,干支
Safety,平安
Average year,平年
dawn,平明
frying pan,平鍋
younger than,年下
mid-year,年中
annual salary,年俸
Fortunately,幸甚
a bit,幾分
preface,序文
Prologue,序章
# 7000,# 7000
bottom,底面
seat,座席
building,建物
Jianbai,建白
Ignition,引火
Retirement,引退
Relaxation,弛緩
amblyopia,弱視
weak acid,弱酸
form and quality,形質
traces,形跡
a mere formality,形骸
Past,往時
Rebirth,往生
conquest,征伐
Successor,後任
Second half,後半
Aftertaste,後味
the following year,後年
the day after tomorrow,後日
Back,後段
hind legs,後肢
rear,後部
slow down,徐行
apprentice,徒弟
Votes,得票
Remake,復刻
reinstatement,復職
dust,微塵
fine,微細
ventricles,心室
heart,心根
heartbeat,心音
fear,忌憚
Ninja,忍者
Faithfulness,忠信
Loyalty and Bravery,忠勇
Honest Advice,忠言
Telekinesis,念力
embarrassed,忸怩
Yearning,思慕
Thoughts,思慮
Laziness,怠惰
Urgent Matters,急務
Sudden Attack,急襲
suddenly,急遽
Sexual orientation,性向
genital,性器
sexual preference,性癖
Strange,怪訝
Gratitude,恩義
humble,恭順
planet,惑星
desire,想望
Provoke,惹起
Intention,意中
Opinion,意見
consciousness,意識
dull,愚鈍
love and hate,愛憎
Dog,愛犬
Li Ran,慄然
concern,憂慮
Possession,憑依
Angry,憤激
Overhang,懸垂
Unsolved Cases,懸案
component,成分
precepts,戒律
Born,所生
What I saw,所見
Handjob,手交
Hand Knife,手刀
notebook,手帳
Hand,手札
turn at bat,打席
break in,打破
Intend,打算
Inflection,抑揚
Deterrence,抑止
Match,投合
antigen,抗原
antibacterial,抗菌
Half,折半
Take this opportunity,折角
Delete,抹消
My work,拙作
My humble work,拙著
Convening,招集
parentheses,括弧
boxing,拳法
Pick up the remaining,拾遺
Capture,拿捕
amplitude,振幅
catcher,捕手
prey,捕食
whaling,捕鯨
Breastfeeding,授乳
Delivery,授受
Exclusive,排他
bowel movements,排便
mining,採掘
Seed collection,採種
Detect,探知
Joining,接合
Customer service,接客
Estimate,推計
Measures,措置
Grip strength,握力
Reference,援用
reinforcements,援軍
culling,撲殺
steering,操舵
Imitation of the ancients,擬古
Mimicry,擬態
Foley,擬音
expulsion of foreigners,攘夷
branch,支店
elimination,改易
Revision,改稿
Revision,改訂
Strategy,攻略
wandering,放浪
Release the Bird,放鳥
Political situation,政情
political enemies,政敵
salvation,救世
Rescue,救難
Defeat,敗走
Retreat,敗退
Textbook,教本
Watering,散水
Scattered,散見
Dissipation,散逸
Respect,敬愛
Respect,敬服
Godliness,敬虔
Honorifics,敬語
Preparation,整備
Land preparation,整地
Rectification,整流
enemy formation,敵陣
Laying,敷設
Text,文面
stripes,斑紋
turtledove,斑鳩
slash,斜線
Slope,斜面
New shoots,新芽
New Creation,新造
New Selection,新選
Fresh,新鮮
direction,方向
plan,方案
Measures,方策
Turning,旋回
melody,旋律
Past,既往
Vested,既得
sunshine,日照
eclipse,日食
early marriage,早婚
kelp,昆布
Clear Observation,明察
flickering,明滅
picture,映像
Time,時宜
Sunny or Rainy,晴雨
heating,暖房
warm color,暖色
culvert,暗渠
reef,暗礁
secret code,暗記
runaway,暴走
Overeating,暴食
Surface,曲面
letters,書簡
Best,最善
Monthly interest,月利
Moon,月輪
lunar eclipse,月食
moon cake,月餅
Affectionate,有情
Paid,有料
courtier,朝臣
tribute,朝貢
Morning Dew,朝露
Hibiscus,木槿
Wood chips,木片
board,木版
preventative,未然
immature,未熟
Unknown,未詳
youngest child,末子
Last seat,末席
tip,末梢
Principal image,本尊
Main Island,本島
today,本日
This dynasty,本朝
the bottom line,本末
Main business,本業
Materia Medica,本草
ladle,杓子
Dongyi,東夷
torch,松明
precipitation,析出
sleepers,枕木
apple,林檎
fructose,果糖
bridge,架橋
pomegranate,柘榴
school song,校歌
revision,校訂
Sandalwood,栴檀
Nucleic Acids,核酸
Format,格式
Platycodon grandiflorum,桔梗
infarction,梗塞
Brahma,梵天
Chess King,棋王
chess records,棋譜
colonization,植民
Skin grafting,植皮
vertebra,椎骨
aurora,極光
capital punishment,極刑
Far North,極北
great,極大
Very small,極小
Very few,極少
polarity,極性
Far East,極東
Yakuza,極道
elevation,標高
sap,樹液
crankshaft,機軸
Opportunity,機運
second daughter,次女
Vice Minister,次官
desire,欲求
fool,欺瞞
Regular,正則
Masako,正子
principal wife,正室
Sine,正弦
True or False,正誤
positive and negative,正負
bravery,武勇
Death,死別
time of death,死期
Life and Death,死生
martyrdom,殉教
martyrdom,殉死
Martyred,殉職
Rank,段位
damage,毀損
maternal and fetal,母胎
mother ship,母船
Mother,母親
vowel,母音
poisoning,毒殺
fangs,毒牙
venomous tongue,毒舌
ratio,比率
fly wing to wing,比翼
hair root,毛根
Coat color,毛色
private house,民家
Homestay,民宿
hydraulic,水力
scale,水垢
Flood,水害
Water depth,水深
hookah,水煙
Polka dots,水玉
water polo,水球
Water God,水神
Navy,水軍
mines,水雷
Eternal rest,永眠
sweat glands,汗腺
steamship,汽船
Alluvial,沖積
Rivers,河川
pufferfish,河豚
Rule,治下
Coastal,沿岸
outside the law,法外
law,法律
Hosei,法政
Normal,法線
Waveform,波形
wavelength,波長
peat,泥炭
Western,泰西
clothes,洋服
laundry,洗濯
Refined,洗練
washbasin,洗面
Activity,活動
letterpress,活版
live fish,活魚
spread,流布
exile,流刑
flow rate,流速
Flowing,流麗
dredging,浚渫
buoyancy,浮力
yukata,浴衣
trench,海溝
manatee,海牛
seaweed,海苔
seaweed,海草
Pirates,海賊
shipwreck,海難
Seabirds,海鳥
Flooding,浸水
erase,消去
Silence,消音
fornication,淫行
Mixed,混交
Confusion,混同
Mix,混和
blended,混紡
mixed race,混血
Clarification,清澄
salary reduction,減俸
impairment,減損
Debuffs,減益
Lakes and ponds,湖沼
Sterilization,滅菌
funny,滑稽
fishing gear,漁具
fishing grounds,漁場
fishing nets,漁網
lacquerware,漆器
Leakage,漏洩
leakage,漏電
Drama,演劇
Demonstration,演武
Mysophobia,潔癖
tide level,潮位
Appreciation,激賞
Turbulent Times,濁世
Turbidity Stream,濁流
voiced,濁音
Light and dark,濃淡
Filtration,濾過
near death,瀕死
firearm,火器
Pillar of Fire,火柱
Disaster,災厄
cooking,炊事
Nothing,烏有
squid,烏賊
No help,無援
Anhydrous,無水
Sterile,無菌
scorched earth,焦土
anxiety,焦慮
smokescreen,煙幕
Chimney,煙突
Illumination,照度
sighting,照準
Careful consideration,熟慮
Idioms,熟語
iron,熨斗
Desire,熱望
heat source,熱源
fever,熱病
Hilarious,爆笑
loud noise,爆音
Father,父親
stronghold,牙城
burdock,牛蒡
Stag,牡鹿
livestock farming,牧畜
faun,牧神
Monogatari,物語
Limited Express,特急
Special Needs,特需
signal fire,狼煙
Deep reflection,猛省
Raptor,猛禽
Advance,猛進
Imperial Rescript on the Termination of the War,玉音
rare,珍奇
gem,珠玉
cocci,球菌
spherical surface,球面
logic,理路
zither,琴瑟
enamel,琺瑯
atoll,環礁
sweetness,甘味
unboiled water,生水
raw meat,生肉
Fresh,生鮮
penis,男根
male god,男神
Male homosexuality,男色
Abbreviations,略語
Changes,異動
Alien,異形
Xenomorph,異種
heteronym,異義
heterogeneous,異質
foreign land,異邦
Outliers,異類
doubts,疑念
Doubt,疑義
pathogen,病原
sickly,病弱
Patient,病者
