en,ch
corporal,下士
Sumo,相扑
Prime culprit,元凶
cheese,酪
bitter taste,苦味
peer,同辈
nasal cavity,鼻腔
staff,幕僚
appointment,任用
lush,繁茂
Stretch,伸缩
Vocation,天职
Full of problems,百出
Snowflakes,雪片
Mercury,水星
transcript,抄本
instantaneous,瞬时
blast,疾风
topic,论题
Ogi,荻
urethra,尿道
severe,重度
Letter,投书
travel expenses,旅费
ripple,波纹
against the wind,逆风
frozen soil,冻土
antiquity,古风
hiking,远足
return,送还
hemorrhoids,痔
Regulations,规程
Memorial,追悼
subcutaneous,皮下
breast-feeding,哺乳
Licorice,甘草
shackles,枷
Confucianism,儒教
breath,鼻息
door,扉
river snail,田螺
By land,陆路
Intersection,交差
Until,迄
Affair,情事
epidermis,表皮
Ambition,大志
slander,中伤
overview,概要
lightning fast,神速
philosophers,诸子
Branch,分社
aphorism,警句
homogeneous,同质
enlightenment,开化
Shogunate,幕府
criminal record,前科
exile,亡命
hemisphere,半球
beans,豆类
attendance at work,出勤
acidic,酸性
placenta,胎盘
Good or bad luck,吉凶
Strange Man,奇人
Interpretation,诠
Articles,冠词
rubble,瓦砾
Affair,私情
chopsticks,箸
original sin,原罪
capital offense,死罪
eel,鳗
thorn,棘
Ancient sayings,古语
electro-thermal,电热
Remain in office,留任
cube,立方
colleague,同僚
clear stream,清流
Speed ​​of Light,光速
dead leaves,枯叶
book,册子
Review,品评
potted plants,盆栽
underground,地底
Reason,事由
rent,赁
solution,解法
boiled,煮沸
Approval,首肯
stone,结石
aquarium,水槽
Engineer,工兵
Conclusion,结语
carp,鲤
dye,染料
end,终了
violent,狂暴
Survival,存亡
Water collection,取水
eldest daughter,长女
countercurrent,逆流
Requirements,要件
active duty,现役
Rightward,右倾
genitals,阴部
tribe,部族
Top right,右上
On-the-spot,临场
sacrifice one's life,舍身
Severe,重症
Followers,后尘
Taking poison,服毒
Bloodsucking,吸血
Fire,喷火
situation,景况
royal,皇族
No confusion,不惑
Holy Water,圣水
Currently,目下
Non-toxic,无毒
habitat,生息
selfish desires,私欲
chronology,年表
tyrannical,暴虐
cram school,塾
ink,墨汁
Manjushri,文殊
ensemble,合奏
frank,率直
Haiphong,海防
Outside Line,外线
Foreign Minister,外相
analogy,类推
rider,骑手
precipitation,降水
Retrograde,逆行
dialysis,透析
deacon,执事
Courageous,果敢
cortex,皮质
Amount,多寡
pure gold,纯金
break,休憩
support,扶助
All things,诸事
Chronology,年谱
Postponement,顺延
natural,浑然
Main cause,主因
New School,新派
bouquet,花束
hands together in prayer,合掌
drool,涎
film time,片时
Huitian,回天
grains,五谷
wildfire,野火
foot of the mountain,山麓
Volume,嵩
Princes,王侯
Lifted,解禁
Hollow,中空
keen sense,痛感
brown,茶色
God-man,神人
persimmon,柿
Special,特等
Saturn,土星
Emergency,救急
retrial,再审
Rise and Fall,兴亡
Faith,信义
Motivation,动因
community,群落
mediation,斡旋
suite,组曲
unworthy,不肖
Senior seat,上座
Orthodox,正教
airspace,领空
Indefinite,无期
dizzy,目眩
high fever,高热
gradually,渐次
throne,皇位
scale,音阶
Sterilization,杀菌
hood,幌
Attack and Defense,攻防
camphor,樟
torpedo,鱼雷
tentative,暂定
Pioneer,先导
Urgent,火急
merchant ships,商船
intercalary,闰
razor,剃刀
incontinence,失禁
Ronin,浪人
Section Chief,课长
Out of generation,辈出
Root cause,病根
reciprocating,往复
beautiful,绮丽
windproof,防风
government bonds,公债
Subtraction,减法
heartless,不仁
tie,平手
tree canopy,树冠
Official History,正史
Good deeds,善行
Cremation,火葬
winning,优胜
explicit,明示
laughter,失笑
Beichen,北辰
pig,豚
Asexual,无性
Correction,订正
Change,更迭
appraise,褒贬
Interference,妨害
rap,饶舌
spine,脊柱
Lumbar spine,腰椎
shoulder to shoulder,比肩
Synonyms,同义
Kinuta,砧
Left-leaning,左倾
foreign body,异物
pitcher,投手
# 6000,# 6000
nephew,甥
Bird's-eye view,鸟瞰
pistol,铳
avalanche,雪崩
Affinity,亲和
Commentary,讲评
rigidity,刚性
Teaching,授业
Fool,愚人
pupa,蛹
Antiquities,古物
Duplex,复式
Ministry of Justice,刑部
History,沿革
Prosperity,繁盛
Displaced,流离
see through,看破
things,物事
siren,警笛
Maritime,海事
Native,原生
profound,深长
No smoking,禁烟
Applause,喝采
adopted son,养子
Symphony,交响
dust,粉尘
Wedding Date,婚期
shaft,辕
hardening,硬化
non-commissioned officer,士官
childcare,保育
Transfer,移送
Close your eyes,瞑目
indignation,义愤
eldest brother,长兄
spire,尖塔
prenatal education,胎教
guard,镇守
hail,霰
Curing,固化
Subtotal,小计
epidemic,疫病
cold reception,冷遇
Urgent use,急用
Invoicing,开票
millet,黍
Previous issue,上期
blazing,炽烈
Strabismus,斜视
moon,婵娟
Sleep,安眠
material desires,物欲
Inscription,铭文
Causes,诱因
arms,军备
personification,拟人
rainforest,雨林
scull,橹
rectangle,矩形
Business,业态
archipelago,列岛
trench,壕
stale,陈腐
the root of evil,祸根
Resignation,离任
Strata,地层
permanent,常设
watercolor,水彩
Suffering from,罹患
ovulation,排卵
fishing port,渔港
Acura,讴歌
Hesitation,逡巡
valve,弁
front,前部
formation,编队
Infant,赤子
Natural enemies,天敌
diligence,勤勉
Drink heavily,痛饮
mediation,调停
purity,纯度
the foundation,根底
unarmed,徒手
louse,虱
sugar,砂糖
enjoy the cool air,纳凉
sleeve,袂
welfare,福祉
Poseidon,海神
external use,外用
unconstitutional,违宪
diamond,菱形
Current situation,时势
Final Accounts,决算
rapids,急流
seahorse,海马
elegy,挽歌
Falling out,反目
flag bearer,旗手
Jupiter,木星
garrison,守备
gaffe,失言
rear-end collision,追尾
adopted daughter,养女
Oyster,牡蛎
support,后援
Akebono,曙
Selfish,利己
rival,匹敌
Writing,挥毫
saying,谚
captain,舰长
shellfish,贝类
Devil's Cave,魔窟
pubic hair,阴毛
couple,伉俪
half-sister,异母
sudden rain,骤雨
painless,无痛
Banquet,酒宴
spherical,球形
sincere,至诚
Respect for the Elderly,敬老
spray,喷雾
Next day,翌
reform,维新
Reelection,改选
One of the best,屈指
suppuration,化脓
Chastity,贞节
Poetry,诗坛
liquefaction,液化
rhinitis,鼻炎
immersion,浸入
Spewing rice,喷饭
misdiagnosis,误诊
fishing rod,钓竿
inferiority,劣等
male and female,雌雄
stallion,种马
Low energy,低能
serum,血清
official position,官位
red lotus,红莲
parents,父兄
Espionage,谍报
grinding,研磨
wind speed,风速
Lower left,左下
create,创制
quarterly,季刊
fear,怖
Good Strategy,良策
Agriculture and Industry,农工
lowland,低地
Quagmire,泥沼
bronze,铜器
Azabu,麻布
Self-sufficiency,自足
hail,雹
Dharma Eye,法眼
prairie fire,燎原
skin,外皮
coexistence,并立
Sing in harmony,唱和
fascicle,分册
Engraving,刻印
Cabinet Order,政令
discipline,惩戒
worldly affairs,世情
low altitude,低空
Seaweed,海藻
funnel,漏斗
loquat,枇杷
chant,吟咏
ad hoc,特设
mid-game,中盘
threshold,阈
Appeasement,姑息
Water absorption,吸水
Heavy Industry,重工
Extraordinary,异彩
tolerance,公差
bad breath,口臭
Omens,前兆
clavicle,锁骨
intimidation,威吓
sentencing,量刑
onslaught,猛攻
primary color,原色
Stranger,异人
Main job,本职
mortar,臼
Sect,宗派
logic,论理
visual,目视
Master,名手
Agriculture and Forestry,农林
Lower floor,低层
Current situation,现况
waterbirds,水鸟
obscenity,亵
Inversion,倒置
peace talks,讲和
Anti-corrosion,防腐
depression,洼地
Lower limit,下限
strong winds,强风
Handwriting,手迹
superfluous,赘
instigation,策动
military aircraft,军机
fate,末路
puncture,穿刺
Hibernation,休眠
cruise,巡航
Strong enemy,强敌
Altruism,利他
critical,临界
maroon,栗色
statement,明言
Collaboration,协力
Visual inspection,目测
felony,重罪
Equal division,等分
flat,平底
Meaning,字义
darkroom,暗室
tidal,潮汐
Equal,均等
ghostwriting,代笔
wire,导线
measles,麻疹
Overwintering,越冬
photons,光子
Dripping,滴下
Decisive Victory,决胜
Gao Yang,高扬
Last quarter,末节
Goodwill,亲善
lament,悲鸣
Hematopoiesis,造血
Calculation,演算
kite,鸢
concrete,具象
fan,扇动
Charm,魅惑
domineering,跋扈
Easy,平易
Small intestine,小肠
peach,桃色
memorial service,法事
evil thoughts,邪念
adoptive father,义父
hospital room,病室
Anthrax,炭疽
urination,排尿
military service,兵役
rebellion,谋反
rehabilitation,更生
rainfall,雨量
Farewell,惜别
Equestrianism,马术
Peaks,群峰
esophagus,食道
Cluster,群集
Celestial Realm,天界
Sprint,疾走
rash,疹
scribes,文士
lament,悲叹
tuberculosis,结核
ship owner,船主
Kyogen,狂言
shade,翳
treacherous ministers,奸臣
embankment,堤防
Weaver Girl,织女
Water system,水系
maternal,母系
water transport,水运
Hearing,诘问
sector,扇形
Teaching staff,教鞭
Details,详述
gastritis,胃炎
Famous,名优
victory or defeat,胜败
homeless,游民
bracken,蕨
Flammable,可燃
Yellow,绀
cornea,角膜
collusion,共谋
Detonation,起爆
Bride,新妇
Daily,日刊
Water injection,注水
common people,庶民
Smoke-free,无烟
Hijikata,土方
side,舷
eyelid,睑
socializing,交游
account books,帐簿
world-weariness,厌世
fin,鳍
extremely wealthy,巨富
outpost,前哨
Closed,闭馆
division,除法
faux pas,失策
Saint,圣者
water chestnut,荠
trace,微量
Snowfall,降雪
House of Representatives,下院
pulp,果肉
Estimate,推定
color blindness,色盲
photosensitivity,感光
Defeat,败北
Aware,知悉
wise men,贤人
morning,午前
support,扶养
White rice,白米
territorial sea,领海
Constitution,立宪
righteousness,义理
Yours,贵方
cough,嗽
language family,语族
unique,一意
Lactic acid,乳酸
fixed pattern,定式
surprise attack,奇袭
rectum,直肠
Model,型式
poison,毒物
Product Name,品名
grass,牧草
pointing out,指摘
Flowering period,花期
Museum,博物
cartilage,软骨
drowning,溺死
epaulettes,肩章
quartz,石英
Pastoral,牧歌
calamus,菖蒲
Stone Tools,石器
yeast,酵母
Divinity,神性
frostbite,冻伤
Imperial Capital,帝都
agreement,合意
Self-sufficiency,自给
Asceticism,苦行
Power saving,节电
mental arithmetic,心算
quartermaster,军需
differential,微分
stomach acid,胃酸
Space,宙
stare,瞠目
primary,初等
excess fat,赘肉
detention,留置
electrode,电极
resonance,共振
heel,踵
righteous,义士
trout,鳟
Hyperopia,远视
keratin,角质
Death anniversary,忌日
Falcon,隼
Pickup,拾得
Thanks,谢恩
starfish,海星
Transmission,伝
bale,俵
son,倅
Harvesting,刈
rumor,噂
decoy,囮
Raku,埒
moat,堀
princess,姫
butt,尻
cape,岬
mountain pass,峠
flag,帜
law,律
rules,掟
Pleiades,昴
hazy,胧
digit,桁
Packing,梱
wedge,楔
Enoki,榎
Torreya grandis,榧
scrap of wood,榾
sled,橇
Appeal,檄
Cypress,桧
comb,栉
oak,栎
ball,毬
snivel,洟
lagoon,潟
moxibustion,灸
Rate,率
field,畑
irritation,癪
dish,皿
anger,瞋
sharpening,砥
Crucifixion,磔
gravel,砾
barnyard grass,稗
colander,笊
Should,筈
笕,笕
foil,箔
cage,篝
Shino,篠
paste,糊
thread,糸
䌷,䌷
strings,絃
Kasuri,絣
white silk,缟
can,缶
trap,罠
Ruled,罫
torso,胴
Shin,胫
tendon,腱
vagina,膣
strawberry,苺
pod,荚
Suga,菅
Violet,菫
Hagi,萩
Humulus,葎
Wear,著
Raincoat,蓑
Polygonum,蓼
Tsuta,茑
butterbur,蕗
bush,薮
gadfly,虻
flea,蚤
leech,蛭
octopus,蛸
Clams,蚬
cicada,蜩
Viper,蝮
lined,袷
hem,裾
pleats,襞
puzzle,谜
Zhen,轸
Crossing,辻
vinegar,酢
thallium,铊
cymbals,钲
Sharp,铦
sword,铗
锖,锖
armor,铠
trowel,镘
Dark circles,隈
sleet,霙
bag,鞄
jaw,颚
candy,饴
preserves,饯
beard,髭
wig,鬘
mane,鬣
catfish,鲇
Sharp,鲋
tuna,鲔
shark,鲛
salmon,鲑
mackerel,鲭
sea ​​bream,鲷
bluefish,鯥
gill,鳃
sardines,鲣
cod,鳕
bass,鲈
poison,鸩
pelican,鹈
bulbul,鹎
Nue,鵺
quail,鹑
Flycatcher,鹟
siskin,鶸
bran,麸
noodle,麭
you,麿
One,一元
bite,一口
One sentence,一句
One week,一周
a family,一家
layer,一层
All,一律
One hit,一打
a clan,一族
at a glance,一眼
A sort of,一种
One word,一言
One round,一轮
Once,一遍
Seven Days,七曜
Strikeout,三振
Miharu,三春
triple,三重
Previous generation,上代
Top,上位
upper lip,上唇
Winding,上弦
epithelium,上皮
Up,上达
above,上面
Nether,下界
offline,下线
Shimotsuke,下野
under,下面
No duality,不二
incest,不伦
Not moving,不动
unlucky,不吉
discord,不和
Not present,不在
Despondency,不振
Lost,不敌
barren,不毛
Unexpected,不测
injustice,不义
Unknown,不详
rude,不逊
Crown Prince,世子
social climate,世相
Midsummer,中元
China and India,中印
Neutralization,中和
neutron,中子
courtyard,中庭
Medium wave,中波
middle ear,中耳
Central axis,中轴
Nominative,主格
Accountant,主计
Guest of Honor,主宾
spindle,主轴
Lead Vocals,主音
Jiukuo,久阔
beggar,乞食
wet nurse,乳母
Lotion,乳液
dairy cows,乳牛
lactose,乳糖
mastic,乳香
cottage cheese,干酪
Encyclopedia,事典
binary,二元
Bisection,二分
the deceased,亡者
Hyperactivity,亢进
mating,交尾
philtrum,人中
Married woman,人妻
Physiognomy,人相
connections,人脉
Mermaid,人鱼
furniture,什器
Jintan,仁丹
Benevolent Medicine,仁术
past and present,今昔
This time,今次
Heteronomy,他律
Others,他者
Fairyland,仙界
compensation,代偿
Substitution,代入
Substitute,代行
onwards,以降
Intermediation,仲介
ambush,伏兵
Foreshadowing,伏线
pause,休止
Residence,住居
climax,佳境
servant,使役
Example,例示
example,例题
offering,供物
statement,供述
contempt,侮蔑
toilet,便器
toilet,便所
Notes,便笺
secular world,俗世
Common name,俗名
fuse,信管
Study,修业
Practice,修练
Shura,修罗
Repair,修造
Haiku,俳句
Wa people,倭人
partial eclipse,偏食
Side Chamber,侧室
Fake Book,伪书
Under the umbrella,伞下
spare parts,备品
Mercenaries,佣兵
proud,傲岸
monks and laymen,僧俗
monastery,僧院
presumptuous,僭越
remote area,僻地
Confucian scholars,儒者
excellent,优等
brother,兄弟
filling,充填
Prerequisite,先决
Foresight,先见
Xianda,先达
pioneering,先鞭
Vanguard,先头
Light intensity,光量
Admission,入园
priest,入道
Global,全域
At its peak,全盛
Omniscience,全知
Complete Edition,全编
General,全般
Closed,公休
trial,公判
Public recruitment,公募
public security,公安
Public hazards,公害
public law,公法
high seas,公海
Public,公设
public opinion,公论
Hexagon,六角
Accomplice,共犯
soldiers,兵卒
troops,兵员
troops,兵队
Reconstruction,再建
Second Coming,再临
Resurgence,再起
Reopen,再开
emerge,冒头
Redundancy,冗语
Hades,冥府
Underworld,冥界
Rest in peace,冥福
cooling,冷房
cold-blooded,冷血
decline,凋落
Override,凌驾
Condensation,凝缩
Agglutination,凝集
Legend,凡例
mundane,凡俗
ordinary people,凡夫
Mediocre,凡庸
All Hundred,凡百
tragedy,凶事
violent,凶暴
bumps,凹凸
Gravure,凹版
Run away,出奔
Departure,出港
Departure,出航
Bleeding,出血
knife skills,刀工
force component,分力
Denominator,分母
Sections,分节
Participles,分词
Field,分野
Minute hand,分针
Cutting,切削
longing,切望
Urgent,切迫
Publication,刊行
criminal law,刑法
Beginner,初心
menarche,初潮
First offense,初犯
precedent,判例
Discrimination,判别
Turns out,判明
Clear,判然
diuretic,利尿
Profit,利得
interest rate,利率
sashimi,刺身
tattoo,刺青
delete,削除
Precedent,前例
vestibule,前庭
Front axle,前桥
Front,前段
Front,前面
energetic,刚健
bristle,刚毛
adrenal glands,副肾
Cut off,割爱
Creation,创世
Founding,创始
Practice,力行
Achievements,功业
Merits and demerits,功罪
Protection,加护
Assistance,助力
booming,勃兴
erection,勃起
Account,勘定
Win rate,胜率
odds of winning,胜算
service,勤务
loyal to the king,勤王
detention,勾留
Combination,化合
Perfect,十全
Ten Commandments,十戒
Senri,千里
half,半分
half-mast,半旗
Half Moon,半月
semitone,半音
self-deprecation,卑下
Cowardly,卑怯
graduate,卒业
Agreement,协约
pumpkin,南瓜
gambler,博徒
knowledgeable,博识
Inca,印加
critically ill,危笃
instant,即席
primitive man,原人
Original,原初
Original meaning,原义
original,原著
primitives,原语
Castration,去势
Pass the exam,及第
friendly forces,友军
Anti-nuclear,反核
Rumination,反刍
Irony,反语
aunt,叔母
Baptism,受洗
Fertilization,受精
conception,受胎
Trustee,受托
Rewarded,受赏
Acceptance,受领
oral,口头
Movable,可动
Decidable,可决
reversible,可逆
pedestal,台座
Dominant,叱咤
reproach,叱责
History,史上
priest,司祭
Confluence,合流
total,合计
Collegial,合议
good omen,吉兆
Apparent,同位
Synchronicity,同调
Coaxial,同轴
business card,名刺
masterpiece,名著
backward,向后
Tropism,向性
suction cup,吸盘
frequency,周波
Public awareness,周知
rebuke,呵责
harmony,和合
Chord,和音
pharynx,咽头
Lament,哀歌
Item,品目
Products,品等
Materialism,唯物
mourning clothes,丧服
good looks,器量
diffraction,回折
Palindrome,回文
sailing,回航
circuit,回路
Stubborn,固执
earthenware,土器
burial,土葬
Local tycoon,土豪
outer,在外
underground,地下
soil fertility,地力
cadastral,地籍
lichens,地衣
axis,地轴
Uniform,均一
Homogenization,均质
Seated statue,坐像
ischium,坐骨
Crucible,坩埚
Buried,埋设
castle,城郭
Pier,埠头
Obsession,执念
base,基底
substrate,基板
Base,基盘
Fundamental tone,基音
Strong,坚牢
compost,堆肥
reward,报偿
revenge,报复
cemetery,墓场
gravestone,墓石
Foreign Affairs,外务
Field Service,外勤
offshore,外海
external ear,外耳
Outside,外面
Diversity,多元
How big,多大
porous,多孔
Multi-layer,多层
Versatile,多才
Multi-terminal,多端
Polysemy,多义
succulents,多肉
Talkative,多言
Luminous,夜光
Yaksha,夜叉
nightclub,夜店
Night attack,夜袭
at night,夜间
Nightmare,梦魔
Big Victory,大胜
great talent,大器
Captain,大尉
main idea,大意
sea,大海
Prison,大狱
Monkey King,大圣
Main Points,大要
Big Words,大言
Cauldron,大釜
Oshika,大鹿
Heaven,天上
weather,天候
Emperor of Heaven,天帝
Tianxin,天心
Libra,天秤
Skynet,天网
Tianzhu,天诛
Zenith,天顶
Pegasus,天马
lunar,太阴
sun,太阳
Lost,失坠
Excuse me,失敬
Disqualification,失格
stall,失速
servant,奉公
Galloping Horse,奔马
Heroine,女杰
Actress,女优
Women,女流
Evil Plot,奸计
favorite,好物
nonsense,妄言
Pregnant women,妊妇
witchcraft,妖术
power,威势
Majestic appearance,威容
whore,娼妇
Coquettish,媚态
legitimate son,嫡子
Delicate,娇态
ovary,子房
Shiki,子规
consonant,子音
Dictionary,字书
Seasons,季候
Solitary,孤高
hit,安打
Peace of mind,安泰
leisurely,安闲
completion,完了
Complete victory,完胜
shutout,完封
Complete defeat,完败
perfection,完璧
metropolitan,宗主
Master,宗匠
Sensuality,官能
government troops,官军
Regular,定例
Capacity,定员
Rules,定规
guest,客人
Rooms,客室
passenger ship,客船
head of the household,家主
furniture,家具
Home,家宅
vassals,家臣
Household Finances,家计
Family motto,家训
Host,宿主
Rival,宿敌
long-cherished wish,宿愿
informant,密告
Close,密接
secret agreement,密约
commune,密谈
Sealed,密闭
agar,寒天
pet,宠爱
Enclosed,封入
sealed,封印
Ban,封杀
Archery,射干
projection,射影
ejaculation,射精
Respect your command,尊命
Ask,寻问
packet,小包
small island,小岛
Small shop,小店
careful,小心
gavel,小槌
pouch,小袋
Martial,尚武
tail feathers,尾羽
rear wing,尾翼
tailbone,尾骨
local,局地
Intermediary,居间
bending,屈曲
stratus,层云
Yamanashi,山梨
Mountain God,山神
wasabi,山葵
Mountain climbing,山行
bandits,山贼
Islanders,岛民
collapse,崩落
Kawasaki,川崎
State,州立
parade,巡行
Workshop,工房
Kyoho grapes,巨峰
Huge,巨额
difference,差分
Barry,巴里
Municipal system,市制
dishcloth,布巾
Permanent,常任
Always,常时
Normal,常轨
usual way,常道
Area,幅员
Intermission,幕间
zodiac,干支
Safety,平安
Average year,平年
dawn,平明
frying pan,平锅
younger than,年下
mid-year,年中
annual salary,年俸
Fortunately,幸甚
a bit,几分
preface,序文
Prologue,序章
# 7000,# 7000
bottom,底面
seat,座席
building,建物
Jianbai,建白
Ignition,引火
Retirement,引退
Relaxation,弛缓
amblyopia,弱视
weak acid,弱酸
form and quality,形质
traces,形迹
a mere formality,形骸
Past,往时
Rebirth,往生
conquest,征伐
Successor,后任
Second half,后半
Aftertaste,后味
the following year,后年
the day after tomorrow,后日
Back,后段
hind legs,后肢
rear,后部
slow down,徐行
apprentice,徒弟
Votes,得票
Remake,复刻
reinstatement,复职
dust,微尘
fine,微细
ventricles,心室
heart,心根
heartbeat,心音
fear,忌惮
Ninja,忍者
Faithfulness,忠信
Loyalty and Bravery,忠勇
Honest Advice,忠言
Telekinesis,念力
embarrassed,忸怩
Yearning,思慕
Thoughts,思虑
Laziness,怠惰
Urgent Matters,急务
Sudden Attack,急袭
suddenly,急遽
Sexual orientation,性向
genital,性器
sexual preference,性癖
Strange,怪讶
Gratitude,恩义
humble,恭顺
planet,惑星
desire,想望
Provoke,惹起
Intention,意中
Opinion,意见
consciousness,意识
dull,愚钝
love and hate,爱憎
Dog,爱犬
Li Ran,栗然
concern,忧虑
Possession,凭依
Angry,愤激
Overhang,悬垂
Unsolved Cases,悬案
component,成分
precepts,戒律
Born,所生
What I saw,所见
Handjob,手交
Hand Knife,手刀
notebook,手帐
Hand,手札
turn at bat,打席
break in,打破
Intend,打算
Inflection,抑扬
Deterrence,抑止
Match,投合
antigen,抗原
antibacterial,抗菌
Half,折半
Take this opportunity,折角
Delete,抹消
My work,拙作
My humble work,拙著
Convening,招集
parentheses,括弧
boxing,拳法
Pick up the remaining,拾遗
Capture,拿捕
amplitude,振幅
catcher,捕手
prey,捕食
whaling,捕鲸
Breastfeeding,授乳
Delivery,授受
Exclusive,排他
bowel movements,排便
mining,采掘
Seed collection,采种
Detect,探知
Joining,接合
Customer service,接客
Estimate,推计
Measures,措置
Grip strength,握力
Reference,援用
reinforcements,援军
culling,扑杀
steering,操舵
Imitation of the ancients,拟古
Mimicry,拟态
Foley,拟音
expulsion of foreigners,攘夷
branch,支店
elimination,改易
Revision,改稿
Revision,改订
Strategy,攻略
wandering,放浪
Release the Bird,放鸟
Political situation,政情
political enemies,政敌
salvation,救世
Rescue,救难
Defeat,败走
Retreat,败退
Textbook,教本
Watering,散水
Scattered,散见
Dissipation,散逸
Respect,敬爱
Respect,敬服
Godliness,敬虔
Honorifics,敬语
Preparation,整备
Land preparation,整地
Rectification,整流
enemy formation,敌阵
Laying,敷设
Text,文面
stripes,斑纹
turtledove,斑鸠
slash,斜线
Slope,斜面
New shoots,新芽
New Creation,新造
New Selection,新选
Fresh,新鲜
direction,方向
plan,方案
Measures,方策
Turning,旋回
melody,旋律
Past,既往
Vested,既得
sunshine,日照
eclipse,日食
early marriage,早婚
kelp,昆布
Clear Observation,明察
flickering,明灭
picture,映像
Time,时宜
Sunny or Rainy,晴雨
heating,暖房
warm color,暖色
culvert,暗渠
reef,暗礁
secret code,暗记
runaway,暴走
Overeating,暴食
Surface,曲面
letters,书简
Best,最善
Monthly interest,月利
Moon,月轮
lunar eclipse,月食
moon cake,月饼
Affectionate,有情
Paid,有料
courtier,朝臣
tribute,朝贡
Morning Dew,朝露
Hibiscus,木槿
Wood chips,木片
board,木版
preventative,未然
immature,未熟
Unknown,未详
youngest child,末子
Last seat,末席
tip,末梢
Principal image,本尊
Main Island,本岛
today,本日
This dynasty,本朝
the bottom line,本末
Main business,本业
Materia Medica,本草
ladle,杓子
Dongyi,东夷
torch,松明
precipitation,析出
sleepers,枕木
apple,林檎
fructose,果糖
bridge,架桥
pomegranate,柘榴
school song,校歌
revision,校订
Sandalwood,栴檀
Nucleic Acids,核酸
Format,格式
Platycodon grandiflorum,桔梗
infarction,梗塞
Brahma,梵天
Chess King,棋王
chess records,棋谱
colonization,植民
Skin grafting,植皮
vertebra,椎骨
aurora,极光
capital punishment,极刑
Far North,极北
great,极大
Very small,极小
Very few,极少
polarity,极性
Far East,极东
Yakuza,极道
elevation,标高
sap,树液
crankshaft,机轴
Opportunity,机运
second daughter,次女
Vice Minister,次官
desire,欲求
fool,欺瞒
Regular,正则
Masako,正子
principal wife,正室
Sine,正弦
True or False,正误
positive and negative,正负
bravery,武勇
Death,死别
time of death,死期
Life and Death,死生
martyrdom,殉教
martyrdom,殉死
Martyred,殉职
Rank,段位
damage,毁损
maternal and fetal,母胎
mother ship,母船
Mother,母亲
vowel,母音
poisoning,毒杀
fangs,毒牙
venomous tongue,毒舌
ratio,比率
fly wing to wing,比翼
hair root,毛根
Coat color,毛色
private house,民家
Homestay,民宿
hydraulic,水力
scale,水垢
Flood,水害
Water depth,水深
hookah,水烟
Polka dots,水玉
water polo,水球
Water God,水神
Navy,水军
mines,水雷
Eternal rest,永眠
sweat glands,汗腺
steamship,汽船
Alluvial,冲积
Rivers,河川
pufferfish,河豚
Rule,治下
Coastal,沿岸
outside the law,法外
law,法律
Hosei,法政
Normal,法线
Waveform,波形
wavelength,波长
peat,泥炭
Western,泰西
clothes,洋服
laundry,洗濯
Refined,洗练
washbasin,洗面
Activity,活动
letterpress,活版
live fish,活鱼
spread,流布
exile,流刑
flow rate,流速
Flowing,流丽
dredging,浚渫
buoyancy,浮力
yukata,浴衣
trench,海沟
manatee,海牛
seaweed,海苔
seaweed,海草
Pirates,海贼
shipwreck,海难
Seabirds,海鸟
Flooding,浸水
erase,消去
Silence,消音
fornication,淫行
Mixed,混交
Confusion,混同
Mix,混和
blended,混纺
mixed race,混血
Clarification,清澄
salary reduction,减俸
impairment,减损
Debuffs,减益
Lakes and ponds,湖沼
Sterilization,灭菌
funny,滑稽
fishing gear,渔具
fishing grounds,渔场
fishing nets,渔网
lacquerware,漆器
Leakage,漏泄
leakage,漏电
Drama,演剧
Demonstration,演武
Mysophobia,洁癖
tide level,潮位
Appreciation,激赏
Turbulent Times,浊世
Turbidity Stream,浊流
voiced,浊音
Light and dark,浓淡
Filtration,滤过
near death,濒死
firearm,火器
Pillar of Fire,火柱
Disaster,灾厄
cooking,炊事
Nothing,乌有
squid,乌贼
No help,无援
Anhydrous,无水
Sterile,无菌
scorched earth,焦土
anxiety,焦虑
smokescreen,烟幕
Chimney,烟突
Illumination,照度
sighting,照准
Careful consideration,熟虑
Idioms,熟语
iron,熨斗
Desire,热望
heat source,热源
fever,热病
Hilarious,爆笑
loud noise,爆音
Father,父亲
stronghold,牙城
burdock,牛蒡
Stag,牡鹿
livestock farming,牧畜
faun,牧神
Monogatari,物语
Limited Express,特急
Special Needs,特需
signal fire,狼烟
Deep reflection,猛省
Raptor,猛禽
Advance,猛进
Imperial Rescript on the Termination of the War,玉音
rare,珍奇
gem,珠玉
cocci,球菌
spherical surface,球面
logic,理路
zither,琴瑟
enamel,珐琅
atoll,环礁
sweetness,甘味
unboiled water,生水
raw meat,生肉
Fresh,生鲜
penis,男根
male god,男神
Male homosexuality,男色
Abbreviations,略语
Changes,异动
Alien,异形
Xenomorph,异种
heteronym,异义
heterogeneous,异质
foreign land,异邦
Outliers,异类
doubts,疑念
Doubt,疑义
pathogen,病原
sickly,病弱
Patient,病者
Illness,病苦
hospital,病院
Symptoms,症候
happy,痛快
pervert,痴汉
summit,登顶
White Blade,白刃
white night,白夜
White,白子
White soup,白汤
White turbidity,白浊
polar bear,白熊
White Hot,白热
arctic fox,白狐
White of the eyes,白目
Blank vote,白票
White line,白线
whitefish,白鱼
Baichuan,百川
Rise and Fall,盛衰
cecum,盲肠
Intuition,直感
straightforward,直截
Direct writing,直笔
direct line,直系
Directly under the jurisdiction of,直辖
inheritance,相承
